semanticResourceURN;Code List;Code Value;codeName
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATABAR_OMNIDIRECTIONAL;DataCarrierTypeCode;GS1_DATABAR_OMNIDIRECTIONAL;GS1 DATABAR OMNIDIRECTIONAL
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATABAR_OMNIDIRECTIONAL_COMPOSITE;DataCarrierTypeCode;GS1_DATABAR_OMNIDIRECTIONAL_COMPOSITE;GS1 DATABAR OMNIDIRECTIONAL COMPOSITE
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATABAR_STACKED;DataCarrierTypeCode;GS1_DATABAR_STACKED;GS1 DATABAR STACKED
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATABAR_STACKED_COMPOSITE;DataCarrierTypeCode;GS1_DATABAR_STACKED_COMPOSITE;GS1 DATABAR STACKED COMPOSITE
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATABAR_STACKED_OMNIDIRECTIONAL;DataCarrierTypeCode;GS1_DATABAR_STACKED_OMNIDIRECTIONAL;GS1 DATABAR STACKED OMNIDIRECTIONAL
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATABAR_STACKED_OMNIDIRECTIONAL_COMPOSITE;DataCarrierTypeCode;GS1_DATABAR_STACKED_OMNIDIRECTIONAL_COMPOSITE;GS1 DATABAR STACKED OMNIDIRECTIONAL COMPOSITE
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATABAR_TRUNCATED;DataCarrierTypeCode;GS1_DATABAR_TRUNCATED;GS1 DATABAR TRUNCATED
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATABAR_TRUNCATED_COMPOSITE;DataCarrierTypeCode;GS1_DATABAR_TRUNCATED_COMPOSITE;GS1 DATABAR TRUNCATED COMPOSITE
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_QR_CODE;DataCarrierTypeCode;GS1_QR_CODE;GS1 QR Code
urn:gs1:gdd:cl:DataCarrierTypeCode:ITF_14;DataCarrierTypeCode;ITF_14;ITF 14
urn:gs1:gdd:cl:DataCarrierTypeCode:NO_BARCODE;DataCarrierTypeCode;NO_BARCODE;NO BARCODE
urn:gs1:gdd:cl:DataCarrierTypeCode:RFID_EPC_TAG;DataCarrierTypeCode;RFID_EPC_TAG;RFID EPC TAG
urn:gs1:gdd:cl:DataCarrierTypeCode:UPC_A;DataCarrierTypeCode;UPC_A;UPC A
urn:gs1:gdd:cl:DataCarrierTypeCode:UPC_A_COMPOSITE;DataCarrierTypeCode;UPC_A_COMPOSITE;UPC A COMPOSITE
urn:gs1:gdd:cl:DataCarrierTypeCode:UPC_A_WITH_FIVE_DIGIT_ADD_ON;DataCarrierTypeCode;UPC_A_WITH_FIVE_DIGIT_ADD_ON;UPC A WITH FIVE DIGIT ADD ON
urn:gs1:gdd:cl:DataCarrierTypeCode:UPC_A_WITH_TWO_DIGIT_ADD_ON;DataCarrierTypeCode;UPC_A_WITH_TWO_DIGIT_ADD_ON;UPC A WITH TWO DIGIT ADD ON
urn:gs1:gdd:cl:DataCarrierTypeCode:UPC_E;DataCarrierTypeCode;UPC_E;UPC E
urn:gs1:gdd:cl:DataCarrierTypeCode:UPC_E_COMPOSITE;DataCarrierTypeCode;UPC_E_COMPOSITE;UPC E Composite
urn:gs1:gdd:cl:DataCarrierTypeCode:UPC_E_FIVE_DIGIT_ADD_ON;DataCarrierTypeCode;UPC_E_FIVE_DIGIT_ADD_ON;UPC E FIVE DIGIT ADD ON
urn:gs1:gdd:cl:DataCarrierTypeCode:UPC_E_WITH_TWO_DIGIT_ADD_ON;DataCarrierTypeCode;UPC_E_WITH_TWO_DIGIT_ADD_ON;UPC E WITH TWO DIGIT ADD ON
urn:gs1:gdd:cl:DateOfCatchProcessTypeCode;DateOfCatchProcessTypeCode;;
urn:gs1:gdd:cl:DateOfCatchProcessTypeCode:ONE_TIME_CATCH;DateOfCatchProcessTypeCode;ONE_TIME_CATCH;One Time Catch
urn:gs1:gdd:cl:DateOfCatchProcessTypeCode:PERIODIC_CATCH;DateOfCatchProcessTypeCode;PERIODIC_CATCH;Periodic Catch
urn:gs1:gdd:cl:DateOfCatchProcessTypeCode:REAL_TIME;DateOfCatchProcessTypeCode;REAL_TIME;Real Time
urn:gs1:gdd:cl:DateFormatCode;DateFormatCode;;
urn:gs1:gdd:cl:DateFormatCode:CCYYMMDD;DateFormatCode;CCYYMMDD;CCYYMMDD
urn:gs1:gdd:cl:DateFormatCode:DDMMCCYY;DateFormatCode;DDMMCCYY;DDMMCCYY
urn:gs1:gdd:cl:DateFormatCode:DDMMMCCYY;DateFormatCode;DDMMMCCYY;DDMMMCCYY
urn:gs1:gdd:cl:DateFormatCode:MMDDCCYY;DateFormatCode;MMDDCCYY;MMDDCCYY
urn:gs1:gdd:cl:DateFormatCode:MMMDDCCYY;DateFormatCode;MMMDDCCYY;MMMDDCCYY
urn:gs1:gdd:cl:DateFormatCode:PERIOD_ID;DateFormatCode;PERIOD_ID;Period ID
urn:gs1:gdd:cl:DateFormatCode:XSD_DATE;DateFormatCode;XSD_DATE;XSD Date
urn:gs1:gdd:cl:DateFormatCode:XSD_DATE_TIME;DateFormatCode;XSD_DATE_TIME;XSD Date Time
urn:gs1:gdd:cl:DateOnPackagingFormatTypeCode;DateOnPackagingFormatTypeCode;;
urn:gs1:gdd:cl:DateOnPackagingFormatTypeCode:CALENDAR_DATE;DateOnPackagingFormatTypeCode;CALENDAR_DATE;Calendar Date
urn:gs1:gdd:cl:DateOnPackagingFormatTypeCode:ORDINAL_DATE;DateOnPackagingFormatTypeCode;ORDINAL_DATE;Ordinal Date
urn:gs1:gdd:cl:DayOfTheWeekEnumeration;DayOfTheWeekEnumeration;;
urn:gs1:gdd:cl:DayOfTheWeekEnumeration:FRIDAY;DayOfTheWeekEnumeration;FRIDAY;Friday
urn:gs1:gdd:cl:DayOfTheWeekEnumeration:MONDAY;DayOfTheWeekEnumeration;MONDAY;Monday
urn:gs1:gdd:cl:DayOfTheWeekEnumeration:SATURDAY;DayOfTheWeekEnumeration;SATURDAY;Saturday
urn:gs1:gdd:cl:DayOfTheWeekEnumeration:SUNDAY;DayOfTheWeekEnumeration;SUNDAY;Sunday
urn:gs1:gdd:cl:DayOfTheWeekEnumeration:THURSDAY;DayOfTheWeekEnumeration;THURSDAY;Thursday
urn:gs1:gdd:cl:DayOfTheWeekEnumeration:TUESDAY;DayOfTheWeekEnumeration;TUESDAY;Tuesday
urn:gs1:gdd:cl:DayOfTheWeekEnumeration:WEDNESDAY;DayOfTheWeekEnumeration;WEDNESDAY;Wednesday
urn:gs1:gdd:cl:DetachableSpeakerTypeCode;DetachableSpeakerTypeCode;;
urn:gs1:gdd:cl:DetachableSpeakerTypeCode:NOT_APPLICABLE;DetachableSpeakerTypeCode;NOT_APPLICABLE;Not Applicable
urn:gs1:gdd:cl:DetachableSpeakerTypeCode:WIRED;DetachableSpeakerTypeCode;WIRED;Wired
urn:gs1:gdd:cl:DetachableSpeakerTypeCode:WIRELESS;DetachableSpeakerTypeCode;WIRELESS;Wireless
urn:gs1:gdd:cl:DexterityUsageCode;DexterityUsageCode;;
urn:gs1:gdd:cl:DexterityUsageCode:AMBIDEXTROUS;DexterityUsageCode;AMBIDEXTROUS;Ambidextrous
urn:gs1:gdd:cl:DexterityUsageCode:LEFT_HANDED;DexterityUsageCode;LEFT_HANDED;Left Handed
urn:gs1:gdd:cl:DexterityUsageCode:RIGHT_HANDED;DexterityUsageCode;RIGHT_HANDED;Right Handed
urn:gs1:gdd:cl:DietTypeCode;DietTypeCode;;
urn:gs1:gdd:cl:DietTypeCode:COELIAC;DietTypeCode;COELIAC;Coeliac
urn:gs1:gdd:cl:DietTypeCode:DIABETIC;DietTypeCode;DIABETIC;Diabetic
urn:gs1:gdd:cl:DietTypeCode:DIETETIC;DietTypeCode;DIETETIC;Dietetic
urn:gs1:gdd:cl:DietTypeCode:FREE_FROM_GLUTEN;DietTypeCode;FREE_FROM_GLUTEN;Free From Gluten
urn:gs1:gdd:cl:DietTypeCode:HALAL;DietTypeCode;HALAL;Halal
urn:gs1:gdd:cl:DietTypeCode:KOSHER;DietTypeCode;KOSHER;Kosher
urn:gs1:gdd:cl:DietTypeCode:VEGAN;DietTypeCode;VEGAN;Vegan
urn:gs1:gdd:cl:DietTypeCode:VEGETARIAN;DietTypeCode;VEGETARIAN;Vegetarian
urn:gs1:gdd:cl:DietTypeCode:WITHOUT_BEEF;DietTypeCode;WITHOUT_BEEF;Without Beef
urn:gs1:gdd:cl:DietTypeCode:WITHOUT_PORK;DietTypeCode;WITHOUT_PORK;Without Pork
urn:gs1:gdd:cl:DigitalisationLevelTypeCode;DigitalisationLevelTypeCode;;
urn:gs1:gdd:cl:DigitalisationLevelTypeCode:AAD;DigitalisationLevelTypeCode;AAD;AAD
urn:gs1:gdd:cl:DigitalisationLevelTypeCode:ADD;DigitalisationLevelTypeCode;ADD;ADD
urn:gs1:gdd:cl:DigitalisationLevelTypeCode:DDD;DigitalisationLevelTypeCode;DDD;DDD
urn:gs1:gdd:cl:DigitalisationLevelTypeCode:DTS;DigitalisationLevelTypeCode;DTS;DTS
urn:gs1:gdd:cl:DimensionTypeCode;DimensionTypeCode;;
urn:gs1:gdd:cl:DimensionTypeCode:DIRECT_SHIP_TO_CONSUMER;DimensionTypeCode;DIRECT_SHIP_TO_CONSUMER;Direct Ship To Consumer
urn:gs1:gdd:cl:DimensionTypeCode:DISPLAY_ITEM_FOLDED_ON_SHELF;DimensionTypeCode;DISPLAY_ITEM_FOLDED_ON_SHELF;Display Item Folded On Shelf
urn:gs1:gdd:cl:DimensionTypeCode:DISPLAY_ITEM_HANGING;DimensionTypeCode;DISPLAY_ITEM_HANGING;Display Item Hanging
urn:gs1:gdd:cl:DimensionTypeCode:DISPLAY_ITEM_HANGING_FROM_SHELF;DimensionTypeCode;DISPLAY_ITEM_HANGING_FROM_SHELF;Display Item Hanging From  Shelf
urn:gs1:gdd:cl:DimensionTypeCode:DISPLAY_ITEM_STANDING;DimensionTypeCode;DISPLAY_ITEM_STANDING;Display Item Standing
urn:gs1:gdd:cl:DimensionTypeCode:DISPLAY_ITEM_STANDING_ON_SHELF;DimensionTypeCode;DISPLAY_ITEM_STANDING_ON_SHELF;Display Item Standing On Shelf
urn:gs1:gdd:cl:DimensionTypeCode:IN_PACKAGE;DimensionTypeCode;IN_PACKAGE;In Package
urn:gs1:gdd:cl:DimensionTypeCode:MAX_DOOR_DRAWER_LID_CLEARANCE;DimensionTypeCode;MAX_DOOR_DRAWER_LID_CLEARANCE;Max Door Drawer Lid Clearance
urn:gs1:gdd:cl:DimensionTypeCode:MAX_DOOR_DRAWER_LID_CLEARANCE_W_HDL;DimensionTypeCode;MAX_DOOR_DRAWER_LID_CLEARANCE_W_HDL;Max Door Drawer Lid Clearance With Handle
urn:gs1:gdd:cl:DimensionTypeCode:OUT_OF_PACKAGE;DimensionTypeCode;OUT_OF_PACKAGE;Out Of Package
urn:gs1:gdd:cl:DimensionTypeCode:RETAIL_DISPLAY;DimensionTypeCode;RETAIL_DISPLAY;Retail Display
urn:gs1:gdd:cl:DisplayResolutionCode;DisplayResolutionCode;;
urn:gs1:gdd:cl:DisplayResolutionCode:1024_768;DisplayResolutionCode;1024_768;1024 by 768
urn:gs1:gdd:cl:DisplayResolutionCode:1080_I;DisplayResolutionCode;1080_I;1080i
urn:gs1:gdd:cl:DisplayResolutionCode:1080_P;DisplayResolutionCode;1080_P;1080p (1920 by 1080 progressive scan)
urn:gs1:gdd:cl:DisplayResolutionCode:1152_768;DisplayResolutionCode;1152_768;1152 by 768
urn:gs1:gdd:cl:DisplayResolutionCode:1280_1024;DisplayResolutionCode;1280_1024;1280 by 1024
urn:gs1:gdd:cl:DisplayResolutionCode:1280_720;DisplayResolutionCode;1280_720;1280 by 720
urn:gs1:gdd:cl:DisplayResolutionCode:1280_854;DisplayResolutionCode;1280_854;1280 by 854
urn:gs1:gdd:cl:DisplayResolutionCode:1280_960;DisplayResolutionCode;1280_960;1280 by 960
urn:gs1:gdd:cl:DisplayResolutionCode:1400_1050;DisplayResolutionCode;1400_1050;1400 by 1050
urn:gs1:gdd:cl:DisplayResolutionCode:1440_900;DisplayResolutionCode;1440_900;1440 by 900
urn:gs1:gdd:cl:DisplayResolutionCode:1440_960;DisplayResolutionCode;1440_960;1440 by 960
urn:gs1:gdd:cl:DisplayResolutionCode:1600_1200;DisplayResolutionCode;1600_1200;1600 by 1200
urn:gs1:gdd:cl:DisplayResolutionCode:1680_1050;DisplayResolutionCode;1680_1050;1680 by 1050
urn:gs1:gdd:cl:DisplayResolutionCode:1920_1080;DisplayResolutionCode;1920_1080;1920 by 1080
urn:gs1:gdd:cl:DisplayResolutionCode:1920_1200;DisplayResolutionCode;1920_1200;1920 by 1200
urn:gs1:gdd:cl:DisplayResolutionCode:2048_1536;DisplayResolutionCode;2048_1536;2048 by 1536
urn:gs1:gdd:cl:DisplayResolutionCode:2160_P;DisplayResolutionCode;2160_P;2160p
urn:gs1:gdd:cl:DisplayResolutionCode:2560_1600;DisplayResolutionCode;2560_1600;2560 by 1600
urn:gs1:gdd:cl:DisplayResolutionCode:2560_1700;DisplayResolutionCode;2560_1700;2560 x 1700
urn:gs1:gdd:cl:DisplayResolutionCode:2560_1920;DisplayResolutionCode;2560_1920;2560 x 1920  
urn:gs1:gdd:cl:DisplayResolutionCode:2560_2048;DisplayResolutionCode;2560_2048;2560 x 2048  
urn:gs1:gdd:cl:DisplayResolutionCode:2732_2048;DisplayResolutionCode;2732_2048;2732 x 2048 
urn:gs1:gdd:cl:DisplayResolutionCode:2736_1824;DisplayResolutionCode;2736_1824;2736 x 1824 
urn:gs1:gdd:cl:DisplayResolutionCode:2800_2100;DisplayResolutionCode;2800_2100;2800 × 2100 
urn:gs1:gdd:cl:DisplayResolutionCode:2880_1800;DisplayResolutionCode;2880_1800;2880 × 1800  
urn:gs1:gdd:cl:DisplayResolutionCode:3000_2000;DisplayResolutionCode;3000_2000;3000 × 2000 
urn:gs1:gdd:cl:DisplayResolutionCode:320_200;DisplayResolutionCode;320_200;320 by 200
urn:gs1:gdd:cl:DisplayResolutionCode:320_240;DisplayResolutionCode;320_240;320 by 240
urn:gs1:gdd:cl:DisplayResolutionCode:3200_1800;DisplayResolutionCode;3200_1800;3200 × 1800 
urn:gs1:gdd:cl:DisplayResolutionCode:3200_2048;DisplayResolutionCode;3200_2048;3200 × 2048 
urn:gs1:gdd:cl:DisplayResolutionCode:3200_2400;DisplayResolutionCode;3200_2400;3200 × 2400 
urn:gs1:gdd:cl:DisplayResolutionCode:3440_1440;DisplayResolutionCode;3440_1440;3440 × 1440 
urn:gs1:gdd:cl:DisplayResolutionCode:3840_2160;DisplayResolutionCode;3840_2160;3840 × 2160 
urn:gs1:gdd:cl:DisplayResolutionCode:3840_2400;DisplayResolutionCode;3840_2400;3840 × 2400  
urn:gs1:gdd:cl:DisplayResolutionCode:4096_2160;DisplayResolutionCode;4096_2160;4096 X 2160
urn:gs1:gdd:cl:DisplayResolutionCode:4096_2304;DisplayResolutionCode;4096_2304;4096 × 2304  
urn:gs1:gdd:cl:DisplayResolutionCode:4096_3072;DisplayResolutionCode;4096_3072;4096 × 3072  
urn:gs1:gdd:cl:DisplayResolutionCode:480_I;DisplayResolutionCode;480_I;480i (720 by 480 split into two 240-line fields)
urn:gs1:gdd:cl:DisplayResolutionCode:480_P;DisplayResolutionCode;480_P;480p (720 by 480)
urn:gs1:gdd:cl:DisplayResolutionCode:5120_2160;DisplayResolutionCode;5120_2160;5120 × 2160 
urn:gs1:gdd:cl:DisplayResolutionCode:5120_2880;DisplayResolutionCode;5120_2880;5120 × 2880  
urn:gs1:gdd:cl:DisplayResolutionCode:5120_3200;DisplayResolutionCode;5120_3200;5120 × 3200 
urn:gs1:gdd:cl:DisplayResolutionCode:5120_4096;DisplayResolutionCode;5120_4096;5120 × 4096 
urn:gs1:gdd:cl:DisplayResolutionCode:640_480;DisplayResolutionCode;640_480;640 by 480
urn:gs1:gdd:cl:DisplayResolutionCode:6400_4096;DisplayResolutionCode;6400_4096;6400 × 4096 
urn:gs1:gdd:cl:DisplayResolutionCode:6400_4800;DisplayResolutionCode;6400_4800;6400 × 4800 
urn:gs1:gdd:cl:DisplayResolutionCode:720_480;DisplayResolutionCode;720_480;720 by 480
urn:gs1:gdd:cl:DisplayResolutionCode:720_I;DisplayResolutionCode;720_I;720 I
urn:gs1:gdd:cl:DisplayResolutionCode:720_P;DisplayResolutionCode;720_P;720p (1280 by 720)
urn:gs1:gdd:cl:DisplayResolutionCode:768_576;DisplayResolutionCode;768_576;768 by 576
urn:gs1:gdd:cl:DisplayResolutionCode:7680_4320;DisplayResolutionCode;7680_4320;7680 × 4320 
urn:gs1:gdd:cl:DisplayResolutionCode:7680_4800;DisplayResolutionCode;7680_4800;7680 × 4800 
urn:gs1:gdd:cl:DisplayResolutionCode:800_600;DisplayResolutionCode;800_600;800_600
urn:gs1:gdd:cl:DisplayResolutionCode:8192_4608;DisplayResolutionCode;8192_4608;8192 × 4608 
urn:gs1:gdd:cl:DisplayResolutionCode:8192_8192;DisplayResolutionCode;8192_8192;8192 × 8192 
urn:gs1:gdd:cl:DisplayResolutionCode:854_480;DisplayResolutionCode;854_480;854 by 480
urn:gs1:gdd:cl:DisplayScreenTypeCode;DisplayScreenTypeCode;;
urn:gs1:gdd:cl:DisplayScreenTypeCode:CRT_FLAT;DisplayScreenTypeCode;CRT_FLAT;CRT Flat
urn:gs1:gdd:cl:DisplayScreenTypeCode:CRT_ROUND;DisplayScreenTypeCode;CRT_ROUND;CRT Round
urn:gs1:gdd:cl:DisplayScreenTypeCode:EL;DisplayScreenTypeCode;EL;Electroluminescence 
urn:gs1:gdd:cl:DisplayScreenTypeCode:ELECTRONIC_SIGNS_NON_DIGITAL;DisplayScreenTypeCode;ELECTRONIC_SIGNS_NON_DIGITAL;Electronic Signs Non-digital
urn:gs1:gdd:cl:DisplayScreenTypeCode:FLUORESCENT;DisplayScreenTypeCode;FLUORESCENT;Fluorescent
urn:gs1:gdd:cl:DisplayScreenTypeCode:LCD;DisplayScreenTypeCode;LCD;LCD
urn:gs1:gdd:cl:DisplayScreenTypeCode:LCOS;DisplayScreenTypeCode;LCOS;Liquid Crystal on Silicone
urn:gs1:gdd:cl:DisplayScreenTypeCode:LEP;DisplayScreenTypeCode;LEP;Light Emitting Polymer
urn:gs1:gdd:cl:DisplayScreenTypeCode:NOT_APPLICABLE;DisplayScreenTypeCode;NOT_APPLICABLE;Not Applicable
urn:gs1:gdd:cl:DisplayScreenTypeCode:OEL;DisplayScreenTypeCode;OEL;Organic Electroluminescent 
urn:gs1:gdd:cl:DisplayScreenTypeCode:OLED;DisplayScreenTypeCode;OLED;Organic Light Emitting Diode
urn:gs1:gdd:cl:DisplayScreenTypeCode:OTHER;DisplayScreenTypeCode;OTHER;Other
urn:gs1:gdd:cl:DisplayScreenTypeCode:PLASMA;DisplayScreenTypeCode;PLASMA;Plasma
urn:gs1:gdd:cl:DisplayScreenTypeCode:REAR_PROJECTION;DisplayScreenTypeCode;REAR_PROJECTION;Rear Projection
urn:gs1:gdd:cl:DisplayScreenTypeCode:SED;DisplayScreenTypeCode;SED;Surface Conduction Electronic Emitter Display
urn:gs1:gdd:cl:DisplayScreenTypeCode:TDEL;DisplayScreenTypeCode;TDEL;Thick-film Dielectric Electroluminescent
urn:gs1:gdd:cl:DisplayScreenTypeCode:UHD;DisplayScreenTypeCode;UHD;Ultra High Definition
urn:gs1:gdd:cl:DisplayScreenTypeCode:VFD;DisplayScreenTypeCode;VFD;Vacuum Fluorescent Display
urn:gs1:gdd:cl:DisplayTypeCode;DisplayTypeCode;;
urn:gs1:gdd:cl:DisplayTypeCode:FDR;DisplayTypeCode;FDR;Floor Display Ready Packaging
urn:gs1:gdd:cl:DisplayTypeCode:FND;DisplayTypeCode;FND;Floor Non-Assembled Display Packaging
urn:gs1:gdd:cl:DisplayTypeCode:SDR;DisplayTypeCode;SDR;Shelf Display Ready Packaging
urn:gs1:gdd:cl:DisplayTypeCode:SND;DisplayTypeCode;SND;Shelf Non-Assembled Display Packaging
urn:gs1:gdd:cl:DisplayTypeCode:UNS;DisplayTypeCode;UNS;Unspecified
urn:gs1:gdd:cl:DistributionMediaTypeCode;DistributionMediaTypeCode;;
urn:gs1:gdd:cl:DistributionMediaTypeCode:12_INCH_VINYL_SINGLE;DistributionMediaTypeCode;12_INCH_VINYL_SINGLE;
urn:gs1:gdd:cl:DistributionMediaTypeCode:3_INCH_CD_SINGLE;DistributionMediaTypeCode;3_INCH_CD_SINGLE;
urn:gs1:gdd:cl:DistributionMediaTypeCode:4K_ULTRA_HD;DistributionMediaTypeCode;4K_ULTRA_HD;4K Ultra-High Definition
urn:gs1:gdd:cl:DistributionMediaTypeCode:5_INCH_CD_SINGLE;DistributionMediaTypeCode;5_INCH_CD_SINGLE;
urn:gs1:gdd:cl:DistributionMediaTypeCode:5_INCH_CDV;DistributionMediaTypeCode;5_INCH_CDV;
urn:gs1:gdd:cl:DistributionMediaTypeCode:7_INCH_VINYL_SINGLE;DistributionMediaTypeCode;7_INCH_VINYL_SINGLE;
urn:gs1:gdd:cl:DistributionMediaTypeCode:8_MM;DistributionMediaTypeCode;8_MM;
urn:gs1:gdd:cl:DistributionMediaTypeCode:AUDIO_BLANK_TAPE;DistributionMediaTypeCode;AUDIO_BLANK_TAPE;
urn:gs1:gdd:cl:DistributionMediaTypeCode:BETA;DistributionMediaTypeCode;BETA;
urn:gs1:gdd:cl:DistributionMediaTypeCode:BLU_RAY;DistributionMediaTypeCode;BLU_RAY;
urn:gs1:gdd:cl:DistributionMediaTypeCode:CASSETTE_FULL_LENGTH;DistributionMediaTypeCode;CASSETTE_FULL_LENGTH;
urn:gs1:gdd:cl:DistributionMediaTypeCode:CASSETTE_SINGLE;DistributionMediaTypeCode;CASSETTE_SINGLE;
urn:gs1:gdd:cl:DistributionMediaTypeCode:CD_DVD_AUDIO;DistributionMediaTypeCode;CD_DVD_AUDIO;
urn:gs1:gdd:cl:DistributionMediaTypeCode:CD_DVD_VIDEO;DistributionMediaTypeCode;CD_DVD_VIDEO;
urn:gs1:gdd:cl:DistributionMediaTypeCode:CD_FULL_LENGTH;DistributionMediaTypeCode;CD_FULL_LENGTH;
urn:gs1:gdd:cl:DistributionMediaTypeCode:CD_PLUS_GRAPHICS;DistributionMediaTypeCode;CD_PLUS_GRAPHICS;
urn:gs1:gdd:cl:DistributionMediaTypeCode:CD_ROM_INTERACTIVE;DistributionMediaTypeCode;CD_ROM_INTERACTIVE;
urn:gs1:gdd:cl:DistributionMediaTypeCode:DAT_FULL_LENGTH;DistributionMediaTypeCode;DAT_FULL_LENGTH;
urn:gs1:gdd:cl:DistributionMediaTypeCode:DATAPLAY;DistributionMediaTypeCode;DATAPLAY;
urn:gs1:gdd:cl:DistributionMediaTypeCode:DC_SACD;DistributionMediaTypeCode;DC_SACD;
urn:gs1:gdd:cl:DistributionMediaTypeCode:DCC_FULL_LENGTH;DistributionMediaTypeCode;DCC_FULL_LENGTH;
urn:gs1:gdd:cl:DistributionMediaTypeCode:DIGITAL_RENTAL;DistributionMediaTypeCode;DIGITAL_RENTAL;
urn:gs1:gdd:cl:DistributionMediaTypeCode:DIGITIAL_SELL_THROUGH;DistributionMediaTypeCode;DIGITIAL_SELL_THROUGH;
urn:gs1:gdd:cl:DistributionMediaTypeCode:DVD;DistributionMediaTypeCode;DVD;
urn:gs1:gdd:cl:DistributionMediaTypeCode:DVD_ALBUM;DistributionMediaTypeCode;DVD_ALBUM;
urn:gs1:gdd:cl:DistributionMediaTypeCode:HD_DVD;DistributionMediaTypeCode;HD_DVD;
urn:gs1:gdd:cl:DistributionMediaTypeCode:LASERDISC;DistributionMediaTypeCode;LASERDISC;
urn:gs1:gdd:cl:DistributionMediaTypeCode:LP_FULL_LENGTH;DistributionMediaTypeCode;LP_FULL_LENGTH;
urn:gs1:gdd:cl:DistributionMediaTypeCode:MAXI_CASSETTE_SINGLE;DistributionMediaTypeCode;MAXI_CASSETTE_SINGLE;
urn:gs1:gdd:cl:DistributionMediaTypeCode:MAXI_CD;DistributionMediaTypeCode;MAXI_CD;
urn:gs1:gdd:cl:DistributionMediaTypeCode:MINI_DISC_FULL_LENGTH;DistributionMediaTypeCode;MINI_DISC_FULL_LENGTH;
urn:gs1:gdd:cl:DistributionMediaTypeCode:MVI;DistributionMediaTypeCode;MVI;
urn:gs1:gdd:cl:DistributionMediaTypeCode:RINGLE;DistributionMediaTypeCode;RINGLE;
urn:gs1:gdd:cl:DistributionMediaTypeCode:SACD;DistributionMediaTypeCode;SACD;
urn:gs1:gdd:cl:DistributionMediaTypeCode:UMD;DistributionMediaTypeCode;UMD;
urn:gs1:gdd:cl:DistributionMediaTypeCode:USB;DistributionMediaTypeCode;USB;
urn:gs1:gdd:cl:DistributionMediaTypeCode:VHS;DistributionMediaTypeCode;VHS;
urn:gs1:gdd:cl:DistributionMediaTypeCode:VIDEO_BLANK_TAPE;DistributionMediaTypeCode;VIDEO_BLANK_TAPE;
urn:gs1:gdd:cl:DistributionMethodCode;DistributionMethodCode;;
urn:gs1:gdd:cl:DistributionMethodCode:CD;DistributionMethodCode;CD;Cross Dock
urn:gs1:gdd:cl:DistributionMethodCode:D2C;DistributionMethodCode;D2C;Direct to Consumer
urn:gs1:gdd:cl:DistributionMethodCode:DC;DistributionMethodCode;DC;Distribution Centre
urn:gs1:gdd:cl:DistributionMethodCode:DS;DistributionMethodCode;DS;Drop Ship
urn:gs1:gdd:cl:DistributionMethodCode:DSD;DistributionMethodCode;DSD;Direct Store Delivery
urn:gs1:gdd:cl:DistributionMethodCode:FG;DistributionMethodCode;FG;Factory Gate
urn:gs1:gdd:cl:DistributionMethodCode:IMP;DistributionMethodCode;IMP; Imported
urn:gs1:gdd:cl:DistributionMethodCode:UNS;DistributionMethodCode;UNS;Unspecified
urn:gs1:gdd:cl:DocumentActionEnumeration;DocumentActionEnumeration;;
urn:gs1:gdd:cl:DocumentActionEnumeration:ADD;DocumentActionEnumeration;ADD;Add
urn:gs1:gdd:cl:DocumentActionEnumeration:CHANGE_BY_REFRESH;DocumentActionEnumeration;CHANGE_BY_REFRESH;Change By Refresh
urn:gs1:gdd:cl:DocumentActionEnumeration:DELETE;DocumentActionEnumeration;DELETE;Delete
urn:gs1:gdd:cl:DocumentStatusEnumeration;DocumentStatusEnumeration;;
urn:gs1:gdd:cl:DocumentStatusEnumeration:ADDITIONAL_TRANSMISSION;DocumentStatusEnumeration;ADDITIONAL_TRANSMISSION;Additional Transmission
urn:gs1:gdd:cl:DocumentStatusEnumeration:COPY;DocumentStatusEnumeration;COPY;Copy
urn:gs1:gdd:cl:DocumentStatusEnumeration:ORIGINAL;DocumentStatusEnumeration;ORIGINAL;Original
urn:gs1:gdd:cl:DubbedSubtitledCode;DubbedSubtitledCode;;
urn:gs1:gdd:cl:DubbedSubtitledCode:BOTH;DubbedSubtitledCode;BOTH;Both
urn:gs1:gdd:cl:DubbedSubtitledCode:DUBBED;DubbedSubtitledCode;DUBBED;Dubbed
urn:gs1:gdd:cl:DubbedSubtitledCode:SUBTITLED;DubbedSubtitledCode;SUBTITLED;Subtitled
urn:gs1:gdd:cl:DVDRegionCode;DVDRegionCode;;
urn:gs1:gdd:cl:DVDRegionCode:AUSTRALIA_NEW_ZEALAND_LATIN_AMERICA;DVDRegionCode;AUSTRALIA_NEW_ZEALAND_LATIN_AMERICA;Australia, New Zealand and Latin America
urn:gs1:gdd:cl:DVDRegionCode:CHINA;DVDRegionCode;CHINA;China
